id,comment
10161329381515620,
10161329363080620,
10161329072070620,
10161328652115620,
10161328534845620,
10161328494960620,
10161328470550620,
10161327765635620,Vào năm 1984 gia đình Tướng Nam bốc mộ hỏa thiêu hài cốt ông rồi đem về thờ tại Chùa Già Lam ở Gia Định Trên đường về khi qua bắc Cần Thơ và bắc Mỹ Thuận thân nhân đã rắc một phần tro cốt của ông xuống sông Tiền Giang cùng sông Hậu Giang nơi mà ông đã chiến đấu và chết cho đồng bằng Sông Cửu Long Tro cốt của Tướng Nguyễn Khoa Nam đã hòa với làn nước phù sa Cửu Long Giang để bón từng bụi lúa từng cọng rau tấc đất của quê hương cho thêm mầu mỡ Ninh thọ tử bất ninh thọ nhục ::Ông đa theo gương ông Hoa ng Diê u Tha Chê t Chư Không Bo Tha nh ông thư c đa ng đươ c tôn vinh ::Tướng thiệu là tự kết liễu thì chắc cũng đc sử sách coi là anh hùng Cơ mà ôm của chạy Cũng phải thui con người mà ai chẳng muốn sống ::TY PN Đọc lại tựa bài viết đi 3 cũ Anh hùng tử khí hùng bất tử::Tuy bất tử nhưng được mỗi cái là cởi đồ bỏ chạy tụt quần :: ::Viết tiếng việt đi cả ngày chửi bọn Tàu giờ viết toàn chữ tàu đọc éo hiểu được Anh hùng tử khí hùng bất tử là cái éo gì vậy ::Cựu tổng thống Dương Văn Minh kêu gọi đầu hàng ngày 30 4 Ông này tuẫn tiết 1 5 sau 1 ngày Vi sao Vì không kịp làm việc này ::Tìm đến cái chết vì uất do bị anh em và đại ca bán đứng ::Dù đỏ hay vàng đều là người Việt Nam https youtu be 3hCuT7DgBYI::Tướng thua trận dân mất nước có gì mà tự hào chứ ::giết hại đồng bào thảm sát Mỹ Lai thảm sát Lung Máng Diệc thảm sát Bàu Hang bao đứa trẻ thơ dại bao đứa còn đỏ hỏn bao người già bao phụ nữ bị tàn sát man dợ bàn tay của những kẻ mà đang được việt tân tung hô là anh hùng bất tử này nhúng bao máu của người dân vô tội Việt Nam tại sao dân tộc Việt Nam từ già tới trẻ lại chung sức đồng lòng đánh đuổi Mỹ ngụy đến vậy không phải vì họ căm thù lũ xâm lược lũ phản quốc hại dân đến tận tâm can sao da mặt các người có thể dày tới mức lấy máu của người dân Việt Nam để lau miệng lật lọng vậy sao ::Vnch làm gì biết thế nào là rút lên chiến khu hoạt đông du kích chứ ::Ông tướng này bỏ chạy theo mỹ bị lính Mỹ đạp rớt trực thăng gãy chân được các bác giải phóng quân thương tình đưa về trạm quân y băng bó cho sau đó ấm ức quá cắt lưỡi tự vấn ::chết không có đất chôn mà to mồm Tân ạ ::Mày khen nó tự tử là vinh quang khác gì chửi tao nhục Ngu lắm con ạ::1953 đã theo pháp làm tay sai rồi tướng tá ngụy vnch 10 ng thì 9 người theo pháp Pháp cút thì theo Mỹ đúng bản chất kẻ phản quốc ngụy::Hạn 49::Bọn bán nước cầu vinh bám đít Mỹ hưởng đô la Mỹ cút thất trận đéo chạy được chết chứ con mẹ gì mà tung hô::A MI ĐÀ PHẬT::Theo mĩ bán nước thì chết là đáng r::Các bạn muốn tôn vinh người ta thì cũng nên nói cái gì dễ nghe một chút anh hùng gì cái việc tự tử ấy đứa con gái thất tình thằng khùng say rượu nó cũng tự tử đấy thôi có gì là ghê gớm đâu ca ngợi kiểu này khác gì mỉa mai người ta ::https nld com vn thoi su quoc te my ngang nhien day nga phu nu dang cho tau de cuong hiep 20200831094415684 htm::CHÚC MỪNG 30 4 VIỆT NAM DÂN CHỦ CỘNG HOÀ CHỦ TỊCH HỒ CHÍ MINH VĨ ĐẠI SỐNG TRONG SỰ NGHIỆP CỦA CHÚNG TA
10161327977635620,
10161327609420620,2 thằng đi ngược chiều thằng chính phủ thì cổ động cho người dân tố cáo phản biện là từ ngữ sau năm 1975 thằng đảng thì bắt giam hoặc khủng bố những người dám đứng ra tố cáo những việc làm bất minh của quan tham Cho nên nhiều người bị bắt giam là vậy ::Xạo nhiều nên mặt tỉnh bơ khi phát biểu không biết ngượng miệng ::Nói sự thật cho việt cộng nghe nghe xong thì nó giết bởi vì nó ghét sự thật::Nói thì phải nói Vô thưởng vô phạt Sau vài năm hốt được một mớ rồi qua nhận nhiệm vụ mới eg Chủ Tịch Quốc Hội hay Chủ Tịch Nước ::Lúa Giống hết rồi Giàng ạ ::Phản biện để kéo quân tới hốt hay gì ::Phan Bien la the Luc thu dich la Phan Dong la thanh Phan Chong dang nha nuoc ::Phan bien xong bat bo tu::Dụ con nít những người phản biện dù lớn hay nhỏ cũng đều bắt nhốt tù đừng nghe những gì cộng sản nói ::Phản biện hả Đó là trả lại tự do Dân Chủ cho Nhân Dân một đòi hỏi rất chính đáng vậy có dám làm không ::Chỉ cần ra đường hô lớn Đổi Mới Cộng Sản là bị hốt liền ::Chính phủ phải lắng nghe ý kiến phản biện còn xử lý những người phản biện thế nào thì chính phủ không có nói ::VN kg có cái gọi là tù nhân lương tâm và tud nhân chính trị nhé chỉ có người vi phạm pháp luật VN::Loại người cười nửa miệng thì làm gì có tử tế Nhìn cái miệng của nó muốn nhai sống dân tộc luôn ::Ăn nhiều rau má quá nói sảng::Thêm thằng ÂM BINH dụ đồng bào vào nhà tù đcsvn quang vinh nhân văn và vĩ đại::Nghe thằng nào phản biện tốt thì hốt thằng đó quá đơn giản nhẹ nhàng::Thằng PMC lộn xào Lời của ĐV CS chẳng còn mị dân được nữa Chỉ có kẻ ngu mới tin những gì cs nói::Phản biện thành phản động ::Chưa biết ai mị dân Mà cái gì Tù nhân lương tâm Loại này phải bỏ tù mọt kiếp nếu làm vậy để đất nước tốt lên thì ok còn muốn lật đổ chế độ kéo lại cái chế độ tay sai bán nước vnch thì phải trừ khử không được để mấy loại này ảnh hưởng đến sự đấu tranh của dân tộc::Csvn là một loài nhai lại như bò ::Mói lên chém gió vậy thôi hoặc đây là bài để cho các con giòi chiu vào hang rồi sập bẫy chính trị của lũ đểu cáng ::Thì các bác vẫn nghe Nhưng nghe xong để thay đổi hay nghe để bắt::Cái này người ta gọi là dùng phương pháp loại trừ nè thằng khuyến khích làm thằng canh me bắt::Câu này nghe quen quen ::Tay pha i lă ng nghe pha n biê n tay tra i cho công an bă t ke pha n biê n xa o quâ n::đấy cứ nhìn gương của LÊ CHÍ THÀNH thì biết ::Sợ lắm ::Nghe xong bắt là vừa ::Gô cổ ngay::Ăn hại::Hãy cẩn thận với chiêu lừa này ::Hãy chờ xem sao ::rượu này hư rồi ::Haizz ::Xong nhốt ::Nguy hiểm thật ::Thật lòng tôi tin ông này nói được làm được::Xao nuã xao nhièu thé xao Cūa loài rang hô bác cong ::Dung Bao gio tin Vietcong ::Me no thă ng khô n na n na o lên ba n châ t vâ n như nhau Đâ t nươ c co n thô ng khô bơ i thă ng Chi nh nâ y ::Đúng lắng nghe để bỏ tù người nào phản biện
10161327498535620,Người Cộng Sản đâu được dạy và học như thế đâu thậm chí là không còn trong sách sử để cho đời sau Nghiệt ::Ong Vua nay phan dong Bi The luc nuoc Ngoai mua chuoc ::Vkl đoạn trích trong tác phẩm Huyền Trân Công Chúa trong bộ truyện Bão Táp Triều Trần mà Tân copy paste ra như đúng rồi ấy bảo sao mấy ông kém hiểu biết toàn bị bọn này dắt mũi như bò ::Thích các anh hùng dân tộc ngày xưa Mà chả có bộ phim nào ra hồn Tại sao lịch sử trung quốc họ làm phim hay như vậy::Hãy chụp toàn văn bản này vì chụp một phần sẽ làm mất đi ý nghĩa thiêng liêng của cha ông ta ::Làm ơn đừng lôi các vị vua và anh hùng thời xưa vào để xuyên tạc nha mấy má bởi vì mấy má ko phải là con cháu của ng dân Việt Nam chỉ là một lũ lưu vong mà thôi nên ko thể đại diện cho ng dân VN dẫn lời của các bậc đáng quý thời xưa được Thật lố bịch hết sức ::Phản động tuyên truyền tài liệu chống phá trính quyền nhân dân mời ông này lên phường::Ngai that co tam nhin xa trong rong mot bac minh Quan::Trần nhân tông đích thực là một kẻ phản động rồi chứ đã là con người việt nam đéo ai gọi là giặc trung hoa mà phải gọi là giặc lạ hoặc giặc phương bắc thôi::Cha ông ngày xưa đéo có gì trong tay vẫn dám đánh đuổi giặc Tàu bây giờ thì tướng nhiều vkl nhưng toàn hình nộm ngồi nhà quan ngại ::môt ngin năm và mãi mãi đúng::Đúng là cái bọn điên rãng rỗi quá mà::Nếu có hình chụp văn bản gốc hay trích dẫn tài liệu lịch sử thì tuyệt vời ::Virus xuất khẩu sang Cali hết rồi Tân lại xaolin Phản động cũng có tí liêm sỉ tí chứ Tân trích đoạn này ở đâu ra Tân nói anh nghe ::qua chuan luon::Phật Hoàng A MI ĐÀ PHẬT ::thế mà k về đây cướp lại mà quản lý nhỉ chỉ biết viết bài đăng tus chán nhỉ ::Phật hoàng kiểu Bố m viết cái này hồi nào ::đến đời vnch ra lấy đảo HS quân lực hạng 4 TG bị mấy chiếc tàu chiến cũ nó bắn sml còn bị bố mẽo ko cho ra chiếm lại nghĩ mà nhục thay::Tên ba n nươ c cu a dân tô c Viê t Nam
10161327507050620,Là 1 PGS phát biểu như vậy thì chắc phải xem lại bằng cấp của ông ta ::Hơn 45 năm là quá đủ để thấy cái tài phá hoại của VC Chúng đi đến đâu là phá tan hoang đến đó trong thời chiến chúng đã phá không biết bao nhiêu là đường xá cầu cống bệnh viện trường học Ngày nay không còn chiến tranh chúng tiếp tục phá tài nguyên rừng biển môi trường sống phá cả VHGD và đạo đức con người Nói đến tội ác VC thì Trời cũng không dung đất cũng không tha và không có sông biển nào có thể rửa sạch tội ác VC ::y noi la tien nao cua do mien ban luan nha::vậy thì lần tới kêu gọi HS đóng lệ phí cho thật cao vào để có thêm tiền rửa não mà dạy cho tốt nhé::Vô giáo dục ::Thì đừng chém thuế dân Để dân tự lưa chọn chất lượng giáo dục nào phù hop với ý dân ::Viet Nam da dao tao duoc nhieu Giao su Tien sy Pho Tien sy nhat The gioi Nguoi dan V N that hanh dien ::Tởm thật::Cac quan ngay xua co tien dau ma di hoc Mà van thanh tai lam quan Lon ::Tao lao ::Ngu nguoi vay nuoc ngheo Mai ngheo ah ::Vậy học phí bao nhiêu thì mới đạt chất lượng giáo dục vậy giáo sư::Gia o du c bâ t nhân nga y xưa gv đi da y mô i tha ng khg đc bnhiu nhưng ho vâ n mie t ma i vơ i nghê ba y giơ tiê n ma nê n gd biê n chats ::Học phí thấp là do thu nhập ng dân thấp Ngành giáo dục mà còn thế này thì lên chuyển hết sang học kinh tế từ bé mấy có tiền nộp học đk ::Vậy hỏi lại chế độ VNCH trước đây không thu học phí hệ tiểu học và trung học phổ thông thì chất lượng giáo dục cũa họ cao hay thấp ::Vậy cái của nợ các linh hà đông sao tiền nhiều mà chất lượng như sít vậy thưa ông ::Thế làm công nhân làm viên chức lương như vậy chắc xong việc phải đi ăn cướp mới đủ tiền cho con học với mấy Ông Ts khốn nạn ::Lương thấp cũng không thể đòi hỏi lãnh đạo tốt::MỘT KIỂU SUY DIỄN CHỈ LỪA ĐƯỢC CON NÍT VÌ TÔI CŨNG LÀ NGƯỜI LĂN LỘN NHIỀU NĂM TRONG NGÀNH GIÁO DỤC ĐỪNG NGHE CHÚNG NÓ NÓI BỌN BỊP BỢM ::Cư nhi n va o GD va Y TÊ la biê t XH đo chăm lo cho dân thê na o ::Từ xưa tới giờ vẫn có những lớp dạy học miễn phí và học trò vẫn học giỏi sống đàng hoàng tử tế đó sao ::Anh ấy nói đúng mà Giá trị câu nói của anh ấy giống dân gian nói câu Tiền ít đòi hít lồn thơm Không có đâu ::Đúng với phát biểu của quan chức dưới chế độ cộng sản::Ngày xưa thời Bao Cấp học ko tốn tiền vậy chất lượng bằng 0 à ::Chi biê t co TIÊ N ::Có tiền là có tất cả ::vay ngay xua học kg ton tiền người ta ngu hết ha thang khung::Bọn bần cố nông họ nghèo lắm vậy nên trong đầu họ chỉ nghĩ về tiền thôi::ngay cs bac viet xam chiem VNCH nen giao duc lao xuong vuc tham::nghe phát biểu của nó cứ tưởng kinh doanh giáo dục::Tại sao Red là đỏ bull là con bò mà Red bull gọi là bò húc mà không phải bò đỏ ::Nặn óc có bao nhiêu đó thôi lấy đâu ra hả ::PGS gì mà phát biểu ngu hơn bò trước 1975 chúng tôi học ĐH không đóng học phí thế mà có thua sinh viên thời bây giờ ngay cả ông này Hỏi ông có biết từ này Bovine stupidity::Khóa tới cho ổng làm bô trưởng bô gd::Lu ky sinh trung bai nao chi biet hut mau::Tiền là mua đc tất cả mà::Thiên đường là đây chứ đâu xa ::Học phí thấp chia sao đủ cho các con ông đi du học Châu Âu đúng ko ::Sai::tiền nhiều dạy nhiều tiền ít day ít ::Thằng lưu manh đầu đất là đây ::Gs giấy::nhìn cái mặt nó là biết cái thứ gì rồi ::Bo me toi nghe o lam ong a::Thời của mấy bố đi học có tốn tiền nhiều ko Sao bố nào cũng phá giáo sư giáo sư ko vậy Mua bằng chắc luôn::1km đường cao tốc đường sắt tính ra triệu với tỷ usd đó mà tốt không phát biểu dọn đường để tăng giá gd giờ qua làm kinh tế luôn rồi::Cs xuất thân bần cố nông không thể đòi hỏi tiến hoá nhanh được ::thằng chó chết::Lương thấp thì dạy đánh nhau ::thằng đảng của dáo dục ngành nói đóng tiền ít thì đừng đòi hỏi hít cho thơm ::Lũ bò sỉ
